k,layer_from,layer_to,is_final_transition,format,position,category,prompt_slug,jaccard,weighted_similarity,cosine_similarity,frequency_adjusted_similarity,similarity_without_output_token,delta_explained_fraction
10,28,35,false,plain,-2,factual,factual-photosynthesis,0.052631579,0.11983679,0.41178744,0.10028097,0,0.0097151399
10,28,35,false,plain,-2,factual,factual-shakespeare,0,0,0,0,0,0.0064393282
10,28,35,false,plain,-2,multihop,multihop-cairo-continent,0,0,0,0,0,0.011563301
10,28,35,false,plain,-2,multihop,multihop-eiffel-capital,0,0,0,0,0,0.012341976
10,28,35,false,plain,-2,multihop,multihop-kangaroo-hemisphere,0,0,0,0,0,0.012707829
10,28,35,false,plain,-2,multihop,multihop-madrid-language,0,0,0,0,0,0.011792243
10,28,35,false,plain,-2,multihop,multihop-sushi-currency,0,0,0,0,0,0.008426249
10,28,35,false,plain,-2,syntactic,syntactic-alphabet,0,0,0,0,0,0.0015074015
10,28,35,false,plain,-2,syntactic,syntactic-numbered-list,0.052631579,0.013808449,0.067795234,0.0097151931,0,0.017544687
10,28,35,false,plain,-2,syntactic,syntactic-past-go,0.052631579,0.026233617,0.017412524,0.025639973,0.032136139,0.014342248
10,28,35,false,plain,-2,syntactic,syntactic-plural-child,0,0,0,0,0,0.013302386
10,28,35,false,plain,-2,syntactic,syntactic-roses-blue,0,0,0,0,0,0.0016263723
10,28,35,false,plain,-1,antonym,antonym-early-late,0,0,0,0,0,0.0086886287
10,28,35,false,plain,-1,antonym,antonym-fast-slow,0.052631579,0.042222479,0.10775526,0.027143608,0.051059555,0.0055583715
10,28,35,false,plain,-1,antonym,antonym-north-south,0.052631579,0.068335375,0.18313948,0.044584515,0.07902074,0.0002732873
10,28,35,false,plain,-1,antonym,antonym-tall-short,0.052631579,0.064046325,0.21023146,0.040641961,0.069989745,0.00018924475
10,28,35,false,plain,-1,antonym,antonym-victory-defeat,0,0,0,0,0,0.0054941773
10,28,35,false,plain,-1,association,association-birthday,0.052631579,0.16937885,0.55207089,0.15350271,0,0.011177421
10,28,35,false,plain,-1,association,association-desert,0.052631579,0.036954419,0.031329973,0.031556294,0.040141207,0.014275014
10,28,35,false,plain,-1,association,association-doctor,0,0,0,0,0,0.010461867
10,28,35,false,plain,-1,association,association-storm,0.052631579,0.11362239,0.38925143,0.10681523,0,0.019265771
10,28,35,false,plain,-1,association,association-violin,0,0,0,0,0,0.0066162944
10,28,35,false,plain,-1,counting,counting-colors-three,0,0,0,0,0,0.011989295
10,28,35,false,plain,-1,counting,counting-days-four,0.052631579,0.03918255,0.077251302,0.041128116,0.042341499,0.013138473
10,28,35,false,plain,-1,counting,counting-triangle-sides,0,0,0,0,0,0.0029873848
10,28,35,false,plain,-1,counting,counting-week-days,0,0,0,0,0,0.0075475574
10,28,35,false,plain,-1,factual,factual-canberra,0,0,0,0,0,0.013327897
10,28,35,false,plain,-1,factual,factual-gold-symbol,0,0,0,0,0,0.011177242
10,28,35,false,plain,-1,factual,factual-mercury,0,0,0,0,0,0.0067681074
10,28,35,false,plain,-1,factual,factual-pacific,0,0,0,0,0,0.0080907941
10,28,35,false,plain,-1,factual,factual-photosynthesis,0.052631579,0.013491061,0.0084965952,0.013954955,0.016374881,0.0092756152
10,28,35,false,plain,-1,factual,factual-shakespeare,0.052631579,0.040285895,0.044044165,0.035975601,0.049626273,0.0068843961
10,28,35,false,plain,-1,multihop,multihop-cairo-continent,0.052631579,0.053091969,0.077461622,0.053809127,0.062196729,0.0099382997
10,28,35,false,plain,-1,multihop,multihop-eiffel-capital,0,0,0,0,0,0.011918008
10,28,35,false,plain,-1,multihop,multihop-kangaroo-hemisphere,0,0,0,0,0,0.0077845454
10,28,35,false,plain,-1,multihop,multihop-madrid-language,0.052631579,0.050900626,0.075134518,0.051631016,0.058829043,0.0093013048
10,28,35,false,plain,-1,multihop,multihop-sushi-currency,0,0,0,0,0,0.0025243163
10,28,35,false,plain,-1,syntactic,syntactic-alphabet,0,0,0,0,0,3.9219856e-05
10,28,35,false,plain,-1,syntactic,syntactic-numbered-list,0.052631579,0.044276821,0.046463545,0.044685567,0.048314866,0.0055942535
10,28,35,false,plain,-1,syntactic,syntactic-past-go,0,0,0,0,0,0.0062909126
10,28,35,false,plain,-1,syntactic,syntactic-plural-child,0.052631579,0.043058696,0.083548177,0.044977032,0.043058696,0.0087916851
10,28,35,false,plain,-1,syntactic,syntactic-roses-blue,0.11111111,0.071948755,0.099427582,0.069925636,0.081395449,0.0026609302
10,35,38,true,chat,-2,antonym,chat-antonym-early,0.17647059,0.18979034,0.84142607,0.17811576,0.18979034,-0.011534929
10,35,38,true,chat,-2,antonym,chat-antonym-north,0.17647059,0.24369085,0.715275,0.2156466,0.18878807,0.0047343373
10,35,38,true,chat,-2,association,chat-association-desert,0.33333333,0.29108885,0.85447436,0.2672655,0.29108885,-0.0090290904
10,35,38,true,chat,-2,counting,chat-counting-triangle,0.11111111,0.10439642,0.49130562,0.096490399,0.10866641,0.00066441298
10,35,38,true,chat,-2,factual,chat-factual-canberra,0.17647059,0.19743133,0.66714335,0.15893654,0.064108674,-0.010231912
10,35,38,true,chat,-2,factual,chat-factual-gold,0.33333333,0.27094603,0.63183675,0.24871746,0.22168636,-0.0025284886
10,35,38,true,chat,-2,multihop,chat-multihop-sushi-currency,0.25,0.26075845,0.63016771,0.23339716,0.18276128,0.00049203634
10,35,38,true,chat,-2,syntactic,chat-syntactic-plural-child,0.11111111,0.1942348,0.75749953,0.18558848,0.1942348,-0.005140543
10,35,38,true,chat,-1,antonym,chat-antonym-early,0.17647059,0.20173486,0.85587993,0.17866494,0.22352558,-0.01089102
10,35,38,true,chat,-1,antonym,chat-antonym-north,0.25,0.35799921,0.83261401,0.32440695,0.35799921,0.0076822639
10,35,38,true,chat,-1,association,chat-association-desert,0.25,0.26318846,0.83078004,0.24221432,0.26318846,-0.006705761
10,35,38,true,chat,-1,counting,chat-counting-triangle,0.17647059,0.18277459,0.62630115,0.18602875,0.18277459,0.000205338
10,35,38,true,chat,-1,factual,chat-factual-canberra,0.17647059,0.19902647,0.68046165,0.16435856,0.19902647,-0.0092225075
10,35,38,true,chat,-1,factual,chat-factual-gold,0.33333333,0.30988664,0.64265834,0.28386332,0.30988664,-0.0041055083
10,35,38,true,chat,-1,multihop,chat-multihop-sushi-currency,0.42857143,0.35333815,0.70620845,0.33329846,0.35333815,0.0005068779
10,35,38,true,chat,-1,syntactic,chat-syntactic-plural-child,0.17647059,0.099645503,0.22274574,0.091318192,0.099645503,-0.0035496354
10,35,38,true,plain,-2,antonym,antonym-early-late,0.25,0.27764956,0.80364945,0.21854921,0.1625912,-5.9127808e-05
10,35,38,true,plain,-2,antonym,antonym-fast-slow,0.33333333,0.41884957,0.87676055,0.39400879,0.20774161,0.0069689751
10,35,38,true,plain,-2,antonym,antonym-north-south,0.66666667,0.5182148,0.90923411,0.49228997,0.33457086,0.007928133
10,35,38,true,plain,-2,antonym,antonym-tall-short,0.42857143,0.46554123,0.90308141,0.45087257,0.25258032,0.011022925
10,35,38,true,plain,-2,antonym,antonym-victory-defeat,0.33333333,0.3849627,0.89818536,0.31115217,0.1891261,0.0024492145
10,35,38,true,plain,-2,association,association-birthday,0.25,0.279875,0.74428644,0.27316618,0.15606576,0.0042800307
10,35,38,true,plain,-2,association,association-desert,0.33333333,0.23703429,0.63699987,0.22711273,0.20199851,-0.0082451701
10,35,38,true,plain,-2,association,association-doctor,0.33333333,0.28519629,0.83238879,0.24033699,0.18064835,-0.0015597343
10,35,38,true,plain,-2,association,association-storm,0.33333333,0.30001214,0.57360296,0.29472887,0.24814931,-0.0059757829
10,35,38,true,plain,-2,association,association-violin,0.33333333,0.24229009,0.55427592,0.21182157,0.26605923,-0.0017258525
10,35,38,true,plain,-2,counting,counting-colors-three,0.25,0.26688709,0.78448551,0.20063172,0.13997196,0.0013613105
10,35,38,true,plain,-2,counting,counting-days-four,0.33333333,0.29774955,0.68909654,0.24479597,0.23353887,0.00078982115
10,35,38,true,plain,-2,counting,counting-triangle-sides,0.11111111,0.23229398,0.8299148,0.1638147,0.056056237,0.0011615753
10,35,38,true,plain,-2,counting,counting-week-days,0.17647059,0.26000617,0.82815996,0.19736534,0.09279402,0.002161622
10,35,38,true,plain,-2,factual,factual-canberra,0.42857143,0.3900766,0.9173724,0.33507327,0.26067474,0.00011885166
10,35,38,true,plain,-2,factual,factual-gold-symbol,0.17647059,0.30151447,0.8970077,0.23082071,0.099432393,0.0012134314
10,35,38,true,plain,-2,factual,factual-mercury,0.33333333,0.26080623,0.72517715,0.26301545,0.16249203,-0.0064672828
10,35,38,true,plain,-2,factual,factual-pacific,0.33333333,0.23877245,0.54217052,0.21415773,0.16892737,1.180172e-05
10,35,38,true,plain,-2,factual,factual-photosynthesis,0.42857143,0.35620875,0.91502271,0.33611228,0.28367067,-0.0040094256
